episode_id,timestep,episode_len,train_episode_return,num_achievements_unlocked,termination_reason
0,138,138,0.1,1,died
1,369,231,3.1,4,died
2,524,155,0.1,1,died
3,689,165,0.1,1,died
4,838,149,2.1,3,died
5,1040,202,3.1,4,died
6,1197,157,3.1,4,died
7,1399,202,3.1,4,died
8,1524,125,0.1,1,died
9,1664,140,4.1,5,died
10,1855,191,3.1,4,died
11,1913,58,0.1,1,died
12,2078,165,0.1,1,died
13,2226,148,2.1,3,died
14,2384,158,2.1,3,died
15,2550,166,2.1,3,died
16,2729,179,2.1,3,died
17,2888,159,2.1,3,died
18,3143,255,2.1,3,died
19,3381,238,2.1,3,died
20,3541,160,0.1,1,died
21,3682,141,1.1,2,died
22,3850,168,2.1,3,died
23,4016,166,4.1,5,died
24,4184,168,3.1,4,died
25,4358,174,2.1,3,died
26,4513,155,2.1,3,died
27,4724,211,4.1,5,died
28,4864,140,0.1,1,died
29,5045,181,2.1,3,died
30,5170,125,1.1,2,died
31,5242,72,0.1,1,died
32,5386,144,0.1,1,died
33,5571,185,3.1,4,died
34,5781,210,2.1,3,died
35,5940,159,2.1,3,died
36,6093,153,2.1,3,died
37,6233,140,0.1,1,died
38,6374,141,0.1,1,died
39,6558,184,1.1,2,died
40,6765,207,2.1,3,died
41,6913,148,1.1,2,died
42,7059,146,1.1,2,died
43,7231,172,1.1,2,died
44,7370,139,3.1,4,died
45,7565,195,2.1,3,died
46,7720,155,0.1,1,died
47,7877,157,2.1,3,died
48,8087,210,3.1,4,died
49,8270,183,2.1,3,died
50,8433,163,2.1,3,died
51,8620,187,0.1,1,died
52,8653,33,-0.9,0,died
53,8820,167,3.1,4,died
54,9108,288,3.1,4,died
55,9254,146,4.1,5,died
56,9435,181,2.1,3,died
57,9582,147,4.1,5,died
58,9758,176,2.1,3,died
59,9935,177,0.1,1,died
60,10119,184,3.1,4,died
61,10294,175,3.1,4,died
62,10445,151,3.1,4,died
63,10634,189,3.1,4,died
64,10817,183,3.1,4,died
65,10990,173,2.1,3,died
66,11237,247,2.1,3,died
67,11408,171,1.1,2,died
68,11578,170,2.1,3,died
69,11748,170,2.1,3,died
70,11978,230,3.1,4,died
71,12247,269,4.1,5,died
72,12423,176,2.1,3,died
73,12569,146,2.1,3,died
74,12740,171,2.1,3,died
75,12912,172,2.1,3,died
76,13073,161,3.1,4,died
77,13311,238,3.1,4,died
78,13547,236,4.1,5,died
79,13715,168,2.1,3,died
80,13907,192,2.1,3,died
81,14072,165,4.1,5,died
82,14321,249,3.1,4,died
83,14578,257,4.1,5,died
84,14656,78,2.1,3,died
85,14811,155,2.1,3,died
86,15008,197,2.1,3,died
87,15174,166,2.1,3,died
88,15366,192,0.1,1,died
89,15528,162,4.1,5,died
90,15741,213,1.1,3,died
91,15860,119,1.1,2,died
92,16034,174,2.1,3,died
93,16194,160,3.1,4,died
94,16347,153,2.1,3,died
95,16491,144,0.1,1,died
96,16742,251,3.1,5,died
97,16830,88,-0.9,0,died
98,16982,152,2.1,3,died
99,17150,168,2.1,3,died
100,17292,142,4.1,5,died
101,17495,203,3.1,4,died
102,17686,191,3.1,4,died
103,17843,157,2.1,3,died
104,17902,59,1.1,2,died
