episode_id,timestep,episode_len,train_episode_return,num_achievements_unlocked,termination_reason
0,172,172,3.1,4,died
1,314,142,0.1,1,died
2,369,55,-0.9,0,died
3,512,143,0.1,1,died
4,688,176,0.1,1,died
5,894,206,2.1,3,died
6,1026,132,0.1,1,died
7,1195,169,1.1,2,died
8,1353,158,3.1,4,died
9,1529,176,2.1,3,died
10,1797,268,3.1,4,died
11,2053,256,0.1,1,died
12,2206,153,2.1,3,died
13,2398,192,2.1,3,died
14,2625,227,1.1,3,died
15,2827,202,1.1,2,died
16,2995,168,1.1,2,died
17,3178,183,1.1,2,died
18,3263,85,-0.9,0,died
19,3430,167,1.1,2,died
20,3643,213,0.1,1,died
21,3913,270,2.1,3,died
22,4062,149,2.1,3,died
23,4215,153,2.1,3,died
24,4382,167,2.1,3,died
25,4509,127,2.1,3,died
26,4667,158,4.1,5,died
27,4871,204,0.1,1,died
28,5101,230,2.1,3,died
29,5275,174,1.1,2,died
30,5457,182,2.1,3,died
31,5642,185,3.1,4,died
32,5785,143,2.1,3,died
33,5951,166,2.1,3,died
34,6130,179,3.1,4,died
35,6288,158,2.1,3,died
36,6326,38,1.1,2,died
37,6518,192,3.1,4,died
38,6692,174,2.1,3,died
39,6863,171,0.1,1,died
40,7018,155,0.1,1,died
41,7278,260,1.1,2,died
42,7446,168,0.1,1,died
43,7686,240,3.1,4,died
44,7844,158,1.1,2,died
45,8017,173,0.1,1,died
46,8103,86,2.1,3,died
47,8310,207,1.1,2,died
48,8508,198,2.1,3,died
49,8648,140,1.1,2,died
50,8797,149,3.1,4,died
51,8973,176,4.1,5,died
52,9129,156,2.1,3,died
53,9295,166,2.1,3,died
54,9535,240,4.1,5,died
55,9759,224,2.1,3,died
56,9883,124,2.1,3,died
57,10046,163,3.1,4,died
58,10125,79,0.1,1,died
59,10376,251,2.1,3,died
60,10552,176,1.1,2,died
61,10731,179,0.1,1,died
62,10862,131,2.1,3,died
63,11025,163,0.1,1,died
64,11180,155,0.1,1,died
65,11280,100,0.1,1,died
66,11501,221,0.1,1,died
67,11756,255,5.1,6,died
68,11957,201,4.1,5,died
69,12374,417,5.1,6,died
70,12524,150,3.1,4,died
71,12676,152,3.1,4,died
72,12899,223,2.1,3,died
73,13036,137,2.1,3,died
74,13174,138,1.1,2,died
75,13322,148,1.1,2,died
76,13477,155,2.1,3,died
77,13670,193,4.1,5,died
78,13880,210,3.1,4,died
79,14092,212,3.1,4,died
80,14234,142,2.1,3,died
81,14423,189,1.1,2,died
82,14584,161,2.1,3,died
83,14835,251,3.1,4,died
84,14999,164,2.1,4,died
85,15213,214,3.1,4,died
86,15462,249,3.1,4,died
87,15641,179,1.1,2,died
88,15681,40,0.1,1,died
89,15845,164,1.1,2,died
90,15927,82,1.1,2,died
91,16103,176,3.1,4,died
92,16353,250,6.1,7,died
93,16503,150,2.1,3,died
94,16658,155,0.1,1,died
95,16853,195,2.1,3,died
96,17033,180,3.1,4,died
97,17176,143,2.1,3,died
98,17412,236,3.1,4,died
99,17574,162,2.1,3,died
100,17805,231,3.1,4,died
101,17979,174,0.1,1,died
102,18167,188,3.1,4,died
103,18355,188,2.1,3,died
104,18560,205,1.1,2,died
105,18703,143,2.1,3,died
106,18804,101,4.1,5,died
107,19172,368,2.1,3,died
108,19324,152,5.1,6,died
109,19486,162,2.1,3,died
110,19632,146,2.1,3,died
111,19812,180,4.1,5,died
112,19959,147,2.1,3,died
113,20141,182,3.1,4,died
114,20437,296,1.1,2,died
115,20613,176,0.1,1,died
116,20782,169,4.1,5,died
117,21159,377,1.1,2,died
118,21313,154,4.1,5,died
119,21358,45,-0.9,0,died
120,21531,173,3.1,4,died
121,21722,191,0.1,2,died
122,21894,172,1.1,2,died
123,21937,43,-0.9,0,died
124,22078,141,3.1,4,died
125,22294,216,3.1,4,died
126,22449,155,4.1,5,died
127,22608,159,2.1,3,died
128,22812,204,4.1,5,died
129,22955,143,2.1,3,died
130,23107,152,4.1,5,died
131,23257,150,4.1,5,died
132,23496,239,5.1,6,died
133,23616,120,-0.9,0,died
134,23652,36,0.1,1,died
135,23831,179,2.1,3,died
136,24103,272,4.1,5,died
137,24263,160,4.1,5,died
138,24307,44,1.1,2,died
139,24470,163,4.1,5,died
140,24539,69,3.1,4,died
141,24766,227,2.1,3,died
142,24959,193,2.1,3,died
143,25121,162,2.1,3,died
144,25226,105,4.1,5,died
145,25369,143,3.1,4,died
146,25551,182,3.1,4,died
147,25696,145,1.1,2,died
148,25818,122,1.1,2,died
149,26041,223,3.1,4,died
150,26216,175,3.1,4,died
151,26425,209,1.1,2,died
152,26664,239,3.1,4,died
153,26808,144,2.1,3,died
154,26885,77,1.1,2,died
155,27057,172,3.1,4,died
156,27218,161,2.1,3,died
157,27426,208,1.1,2,died
158,27626,200,0.1,1,died
159,27847,221,5.1,6,died
160,28021,174,1.1,2,died
161,28250,229,4.1,5,died
162,28484,234,1.1,2,died
163,28658,174,3.1,4,died
164,28697,39,-0.9,0,died
165,28849,152,0.1,1,died
166,29004,155,0.1,1,died
167,29170,166,2.1,3,died
